900.000	326.58
902.000	329.266
904.000	332.131
906.000	335.178
908.000	338
910.000	341.254
912.000	343.771
914.000	346.903
916.000	350.12
918.000	352.629
920.000	355.072
922.000	357.561
924.000	359.58
926.000	361.548
928.000	363.231
930.000	365.052
932.000	367.901
934.000	371.467
936.000	375.611
938.000	379.376
940.000	383.788
942.000	388.201
944.000	392.47
946.000	396.593
948.000	400.291
950.000	403.516
952.000	406.542
954.000	409.274
956.000	411.93
958.000	414.484
960.000	417.031
962.000	419.362
964.000	421.613
966.000	423.047
968.000	423.681
970.000	423.767
972.000	424.688
974.000	426.942
976.000	431.208
978.000	435.99
980.000	442.652
982.000	447.523
984.000	451.658
986.000	455.152
988.000	457.545
990.000	459.788
992.000	462.079
994.000	464.068
996.000	466.23
998.000	468.318
1000.000	470.237
1002.000	472.268
1004.000	474.143
1006.000	476.178
1008.000	478.321
1010.000	480.671
1012.000	482.761
1014.000	484.5
1016.000	486.475
1018.000	488.605
1020.000	490.741
1022.000	492.215
1024.000	494.443
1026.000	495.919
1028.000	498.521
1030.000	500.727
1032.000	502.981
1034.000	505.404
1036.000	507.732
1038.000	510.017
1040.000	512.309
1042.000	514.787
1044.000	516.896
1046.000	519.36
1048.000	521.775
1050.000	524.815
1052.000	526.781
1054.000	529.198
1056.000	531.365
1058.000	533.866
1060.000	536.609
1062.000	539.532
1064.000	542.608
1066.000	545.039
1068.000	547.146
1070.000	549.693
1072.000	552.225
1074.000	554.675
1076.000	557.137
1078.000	559.476
1080.000	561.437
1082.000	563.407
1084.000	564.779
1086.000	566.1
1088.000	567.19
1090.000	568.089
1092.000	568.702
1094.000	568.432
1096.000	566.372
1098.000	564.514
1100.000	565.277
1102.000	571.278
1104.000	580.926
1106.000	592.159
1108.000	600.249
1110.000	603.892
1112.000	605.436
1114.000	605.137
1116.000	605.072
1118.000	604.361
1120.000	604.107
1122.000	604.321
1124.000	604.181
1126.000	603.227
1128.000	601.278
1130.000	597.531
1132.000	595.062
1134.000	595.402
1136.000	600.825
1138.000	608.302
1140.000	617.642
1142.000	628.379
1144.000	641.126
1146.000	653.608
1148.000	661.809
1150.000	667.502
1152.000	671.866
1154.000	674.826
1156.000	677.131
1158.000	678.697
1160.000	680.172
1162.000	680.943
1164.000	681.7
1166.000	682.604
1168.000	683.838
1170.000	685.059
1172.000	686.203
1174.000	687.095
1176.000	687.964
1178.000	688.684
1180.000	689.053
1182.000	689.938
1184.000	690.725
1186.000	691.123
1188.000	690.98
1190.000	691.793
1192.000	692.807
1194.000	693.91
1196.000	694.901
1198.000	695.078
1200.000	695.319
1202.000	695.174
1204.000	695.319
1206.000	695.98
1208.000	696.33
1210.000	696.372
1212.000	697.016
1214.000	697.156
1216.000	697.543
1218.000	698.006
1220.000	698.888
1222.000	699.89
1224.000	701.134
1226.000	702.524
1228.000	704.691
1230.000	707.928
1232.000	711.234
1234.000	716.672
1236.000	722.17
1238.000	728.513
1240.000	734.626
1242.000	740.342
1244.000	745.464
1246.000	749.215
1248.000	751.978
1250.000	754.607
1252.000	756.365
1254.000	757.792
1256.000	758.908
1258.000	759.542
1260.000	759.619
1262.000	757.297
1264.000	752.171
1266.000	746.101
1268.000	746.461
1270.000	761.359
1272.000	788.222
1274.000	815.687
1276.000	835.961
1278.000	845.858
1280.000	848.163
1282.000	847.668
1284.000	846.5
1286.000	846.007
1288.000	846.144
1290.000	846.861
1292.000	848.455
1294.000	850.933
1296.000	854.389
1298.000	858.993
1300.000	865.563
1302.000	875.714
1304.000	890.748
1306.000	912.723
1308.000	944.756
1310.000	986.75
1312.000	1038.26
1314.000	1096.5
1316.000	1153.1
1318.000	1204.75
1320.000	1247.43
1322.000	1281.91
1324.000	1308.43
1326.000	1328.01
1328.000	1344.43
1330.000	1357.44
1332.000	1367.9
1334.000	1376.33
1336.000	1382.93
1338.000	1388.97
1340.000	1391.73
1342.000	1392.25
1344.000	1390.64
1346.000	1386.75
1348.000	1379.18
1350.000	1364.7
1352.000	1352.86
1354.000	1344.96
1356.000	1327.58
1358.000	1310.87
1360.000	1311.57
1362.000	1320.31
1364.000	1321.89
1366.000	1323.89
1368.000	1335.56
1370.000	1348.38
1372.000	1349.74
1374.000	1335.6
1376.000	1304.98
1378.000	1277.55
1380.000	1277.67
1382.000	1291.23
1384.000	1297.84
1386.000	1296.37
1388.000	1283.85
1390.000	1266.4
1392.000	1253.84
1394.000	1251.04
1396.000	1244.94
1398.000	1242.36
1400.000	1240
1402.000	1234.98
1404.000	1235.11
1406.000	1240.58
1408.000	1246.64
1410.000	1249.36
1412.000	1253.5
1414.000	1257.77
1416.000	1260.92
1418.000	1265.88
1420.000	1269.75
1422.000	1272.99
1424.000	1275.96
1426.000	1277.23
1428.000	1277.39
1430.000	1279.28
1432.000	1280.93
1434.000	1281.63
1436.000	1281.59
1438.000	1281.06
1440.000	1279.7
1442.000	1278.85
1444.000	1278.18
1446.000	1274.79
1448.000	1270.14
1450.000	1262.77
1452.000	1252.33
1454.000	1245.28
1456.000	1248.7
1458.000	1268.06
1460.000	1302.34
1462.000	1346.11
1464.000	1379.39
1466.000	1401.66
1468.000	1407.21
1470.000	1402.88
1472.000	1392.81
1474.000	1379.88
1476.000	1367.31
1478.000	1356.18
1480.000	1347.43
1482.000	1337.85
1484.000	1328.26
1486.000	1319.01
1488.000	1310.51
1490.000	1300.05
1492.000	1283.42
1494.000	1259.16
1496.000	1239.89
1498.000	1245.27
1500.000	1290.21
